id,governorate,question_tag,question_tag_order,question_map,question_raw,question_en,question_ar,answer_raw,answer_en,answer_ar,answer_rank,answer_count,answer_pct
15,Marib,international relations,4.0,y,How do you evaluate the role that EU plays in Yemen?,"In your opinion, is the EU playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,11.0,55.0
16,al-Mahweet,international relations,4.0,y,How do you evaluate the role that EU plays in Yemen?,"In your opinion, is the EU playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,20.0,50.0
17,al-Mahra,international relations,4.0,y,How do you evaluate the role that EU plays in Yemen?,"In your opinion, is the EU playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,8.0,80.0
18,Amran,international relations,4.0,y,How do you evaluate the role that EU plays in Yemen?,"In your opinion, is the EU playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,17.0,24.28571429
19,al-Dhali',international relations,4.0,y,How do you evaluate the role that EU plays in Yemen?,"In your opinion, is the EU playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,3.0,7.5
20,Rayma,international relations,4.0,y,How do you evaluate the role that EU plays in Yemen?,"In your opinion, is the EU playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,20.0,66.66666667
1,Ibb,basic needs,1.0,y,Please tell me if Adequate  shelter/housing is available or not for your family,Does your family have access to adequate shelter/housing?,,Not available at all,"No, never",,1,1.0,0.5882352941176471
1,Ibb,basic needs,1.0,y,Please tell me if Adequate  shelter/housing is available or not for your family,Does your family have access to adequate shelter/housing?,,Somewhat not available,Only sometimes,,2,7.0,4.117647058823529
1,Ibb,basic needs,1.0,y,Please tell me if Adequate  shelter/housing is available or not for your family,Does your family have access to adequate shelter/housing?,,Somewhat available,Sometimes yes,,3,42.0,24.705882352941178
1,Ibb,basic needs,1.0,y,Please tell me if Adequate  shelter/housing is available or not for your family,Does your family have access to adequate shelter/housing?,,Available,Yes,,4,39.0,22.941176470588236
1,Ibb,basic needs,1.0,y,Please tell me if Adequate  shelter/housing is available or not for your family,Does your family have access to adequate shelter/housing?,,Very available,"Yes, always",,5,81.0,47.647058823529406
1,Ibb,basic needs,2.0,y,"Thinking about the last year, have there been times when your family didn't have enough food for all household members?","In the past year, has there been an occasion when your family didn't have enough food to feed everyone?",,No,No,,1,121.0,71.17647058823529
1,Ibb,basic needs,2.0,y,"Thinking about the last year, have there been times when your family didn't have enough food for all household members?","In the past year, has there been an occasion when your family didn't have enough food to feed everyone?",,Yes,Yes,,2,42.0,24.705882352941178
1,Ibb,basic needs,3.0,y,"According to your opinion, how available are these services and products in your area? Water",Is water available in your area?,,Not available,Never,,1,2.0,1.1764705882352942
1,Ibb,basic needs,3.0,y,"According to your opinion, how available are these services and products in your area? Water",Is water available in your area?,,Hardly available,Hardly ever,,2,58.0,34.11764705882353
1,Ibb,basic needs,3.0,y,"According to your opinion, how available are these services and products in your area? Water",Is water available in your area?,,Somewhat available,Sometimes,,3,70.0,41.17647058823529
1,Ibb,basic needs,3.0,y,"According to your opinion, how available are these services and products in your area? Water",Is water available in your area?,,Very available,Always,,4,40.0,23.52941176470588
1,Ibb,basic needs,5.0,y,"According to your opinion, how available are these services and products in your area? Electricity",Is electricity available in your area?,,Not available,Never,,1,115.0,67.64705882352942
1,Ibb,basic needs,5.0,y,"According to your opinion, how available are these services and products in your area? Electricity",Is electricity available in your area?,,Hardly available,Hardly ever,,2,21.0,12.352941176470589
1,Ibb,basic needs,5.0,y,"According to your opinion, how available are these services and products in your area? Electricity",Is electricity available in your area?,,Somewhat available,Sometimes,,3,25.0,14.705882352941178
1,Ibb,basic needs,5.0,y,"According to your opinion, how available are these services and products in your area? Electricity",Is electricity available in your area?,,Very available,Always,,4,2.0,1.1764705882352942
1,Ibb,basic needs,5.0,y,"According to your opinion, how available are these services and products in your area? Electricity",Is electricity available in your area?,,I have never heard about it,,,dk,7.0,4.117647058823529
1,Ibb,conflicts,9.0,y,"I will list read a number of places where conflicts take place, please let me know how often conflicts take place (Conflicts in the neighborhood)",How often do conflicts take place within your neigbourhood?,,Never,Never,,1,2.0,1.1764705882352942
1,Ibb,conflicts,9.0,y,"I will list read a number of places where conflicts take place, please let me know how often conflicts take place (Conflicts in the neighborhood)",How often do conflicts take place within your neigbourhood?,,2,Hardly ever,,2,60.0,35.294117647058826
1,Ibb,conflicts,9.0,y,"I will list read a number of places where conflicts take place, please let me know how often conflicts take place (Conflicts in the neighborhood)",How often do conflicts take place within your neigbourhood?,,3,Sometimes,,3,61.0,35.88235294117647
1,Ibb,conflicts,9.0,y,"I will list read a number of places where conflicts take place, please let me know how often conflicts take place (Conflicts in the neighborhood)",How often do conflicts take place within your neigbourhood?,,4,Often,,4,28.0,16.470588235294116
1,Ibb,conflicts,9.0,y,"I will list read a number of places where conflicts take place, please let me know how often conflicts take place (Conflicts in the neighborhood)",How often do conflicts take place within your neigbourhood?,,Very often,Very often,,5,19.0,11.176470588235295
1,Ibb,conflicts,10.0,y,"I will list a number of reasons that can lead to conflict ""Religious Differences"" (Conflicts in the neighborhood)",Do religious differences cause conflict within your neighbourhood?,,It is not a reason for our conflicts,Never,,1,47.0,27.647058823529413
1,Ibb,conflicts,10.0,y,"I will list a number of reasons that can lead to conflict ""Religious Differences"" (Conflicts in the neighborhood)",Do religious differences cause conflict within your neighbourhood?,,2,Hardly ever,,2,45.0,26.47058823529412
1,Ibb,conflicts,10.0,y,"I will list a number of reasons that can lead to conflict ""Religious Differences"" (Conflicts in the neighborhood)",Do religious differences cause conflict within your neighbourhood?,,3,Sometimes,,3,42.0,24.705882352941178
1,Ibb,conflicts,10.0,y,"I will list a number of reasons that can lead to conflict ""Religious Differences"" (Conflicts in the neighborhood)",Do religious differences cause conflict within your neighbourhood?,,4,Often,,4,26.0,15.294117647058824
1,Ibb,conflicts,10.0,y,"I will list a number of reasons that can lead to conflict ""Religious Differences"" (Conflicts in the neighborhood)",Do religious differences cause conflict within your neighbourhood?,,It is the most important reason for our conflicts,Always,,5,6.0,3.5294117647058822
1,Ibb,conflicts,11.0,y,"I will list a number of reasons that can lead to conflict ""Political Difference"" (Conflicts in the neighborhood)",Do political differences cause conflict within your neighbourhood?,,It is not a reason for our conflicts,Never,,1,3.0,1.7647058823529411
1,Ibb,conflicts,11.0,y,"I will list a number of reasons that can lead to conflict ""Political Difference"" (Conflicts in the neighborhood)",Do political differences cause conflict within your neighbourhood?,,2,Hardly ever,,2,28.0,16.470588235294116
1,Ibb,conflicts,11.0,y,"I will list a number of reasons that can lead to conflict ""Political Difference"" (Conflicts in the neighborhood)",Do political differences cause conflict within your neighbourhood?,,3,Sometimes,,3,51.0,30.0
1,Ibb,conflicts,11.0,y,"I will list a number of reasons that can lead to conflict ""Political Difference"" (Conflicts in the neighborhood)",Do political differences cause conflict within your neighbourhood?,,4,Often,,4,49.0,28.823529411764703
1,Ibb,conflicts,11.0,y,"I will list a number of reasons that can lead to conflict ""Political Difference"" (Conflicts in the neighborhood)",Do political differences cause conflict within your neighbourhood?,,It is the most important reason for our conflicts,Always,,5,38.0,22.35294117647059
1,Ibb,daily life,1.0,y,First I would like to ask you about your current situation / family situation. How would you rate it on a scale from 1 to 5?,How would you rate you and your family's current situation?,,Neither bad nor good,Average,,3,61.0,35.88235294117647
1,Ibb,daily life,1.0,y,First I would like to ask you about your current situation / family situation. How would you rate it on a scale from 1 to 5?,How would you rate you and your family's current situation?,,It is very good,Very good,,5,7.0,4.117647058823529
1,Ibb,governance,4.0,y,"According to your opinion, Is Local Council  active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Is your local council active in a positive, negative, or neutral way, or simply not active at all?",,Active in a negative way,In a negative way,,1,33.0,19.411764705882355
1,Ibb,governance,4.0,y,"According to your opinion, Is Local Council  active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Is your local council active in a positive, negative, or neutral way, or simply not active at all?",,Not active at all,Not active at all,,2,20.0,11.76470588235294
1,Ibb,governance,4.0,y,"According to your opinion, Is Local Council  active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Is your local council active in a positive, negative, or neutral way, or simply not active at all?",,Neither positive nor negative,Neither positive nor negative,,4,35.0,20.588235294117645
1,Ibb,governance,4.0,y,"According to your opinion, Is Local Council  active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Is your local council active in a positive, negative, or neutral way, or simply not active at all?",,Active in a positive way,In a positive way,,5,6.0,3.5294117647058822
1,Ibb,governance,5.0,y,"According to your opinion, Are Political Parties active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are political parties in your area active in a positive, negative, or neutral way, or simply not active at all?",,Active in a negative way,In a negative way,,1,26.0,15.294117647058824
1,Ibb,governance,5.0,y,"According to your opinion, Are Political Parties active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are political parties in your area active in a positive, negative, or neutral way, or simply not active at all?",,Not active at all,Not active at all,,2,36.0,21.176470588235293
1,Ibb,governance,5.0,y,"According to your opinion, Are Political Parties active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are political parties in your area active in a positive, negative, or neutral way, or simply not active at all?",,Neither positive nor negative,Neither positive nor negative,,4,37.0,21.764705882352942
1,Ibb,governance,5.0,y,"According to your opinion, Are Political Parties active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are political parties in your area active in a positive, negative, or neutral way, or simply not active at all?",,Active in a positive way,In a positive way,,5,2.0,1.1764705882352942
1,Ibb,governance,6.0,y,"According to your opinion, Are Tribal leaders active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the tribal leaders in your area active in a positive, negative, or neutral way, or simply not active at all?",,Active in a negative way,In a negative way,,1,6.0,3.5294117647058822
1,Ibb,governance,6.0,y,"According to your opinion, Are Tribal leaders active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the tribal leaders in your area active in a positive, negative, or neutral way, or simply not active at all?",,Not active at all,Not active at all,,2,3.0,1.7647058823529411
1,Ibb,governance,6.0,y,"According to your opinion, Are Tribal leaders active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the tribal leaders in your area active in a positive, negative, or neutral way, or simply not active at all?",,Neither positive nor negative,Neither positive nor negative,,4,53.0,31.176470588235293
1,Ibb,governance,6.0,y,"According to your opinion, Are Tribal leaders active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the tribal leaders in your area active in a positive, negative, or neutral way, or simply not active at all?",,Active in a positive way,In a positive way,,5,24.0,14.117647058823529
1,Ibb,governance,7.0,y,"According to your opinion, Are Religious groups active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the religious groups in your area active in a positive, negative, or neutral way, or simply not active at all?",,Active in a negative way,In a negative way,,1,1.0,0.5882352941176471
1,Ibb,governance,7.0,y,"According to your opinion, Are Religious groups active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the religious groups in your area active in a positive, negative, or neutral way, or simply not active at all?",,Not active at all,Not active at all,,2,6.0,3.5294117647058822
1,Ibb,governance,7.0,y,"According to your opinion, Are Religious groups active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the religious groups in your area active in a positive, negative, or neutral way, or simply not active at all?",,Neither positive nor negative,Neither positive nor negative,,4,29.0,17.058823529411764
1,Ibb,governance,7.0,y,"According to your opinion, Are Religious groups active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the religious groups in your area active in a positive, negative, or neutral way, or simply not active at all?",,Active in a positive way,In a positive way,,5,14.0,8.235294117647058
1,Ibb,governance,8.0,y,"According to your opinion, Is NGO/CSO active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the NGOs or CSOs in your area active in a positive, negative, or neutral way, or simply not active at all?",,Active in a negative way,In a negative way,,1,1.0,0.5882352941176471
1,Ibb,governance,8.0,y,"According to your opinion, Is NGO/CSO active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the NGOs or CSOs in your area active in a positive, negative, or neutral way, or simply not active at all?",,Not active at all,Not active at all,,2,22.0,12.941176470588237
1,Ibb,governance,8.0,y,"According to your opinion, Is NGO/CSO active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the NGOs or CSOs in your area active in a positive, negative, or neutral way, or simply not active at all?",,Neither positive nor negative,Neither positive nor negative,,4,27.0,15.88235294117647
1,Ibb,governance,8.0,y,"According to your opinion, Is NGO/CSO active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the NGOs or CSOs in your area active in a positive, negative, or neutral way, or simply not active at all?",,Active in a positive way,In a positive way,,5,4.0,2.3529411764705883
1,Ibb,media access,1.0,y,Do you have internet access?,Do you have access to the internet? ,,No,No,,1,111.0,65.29411764705883
1,Ibb,media access,1.0,y,Do you have internet access?,Do you have access to the internet? ,,Yes,Yes,,2,59.0,34.705882352941174
1,Ibb,politics,1.0,y,"In general, what do you think about the current situation in Yemen, is it going in the right direction or in the wrong direction?",Is the situation in Yemen heading in the right or wrong direction? ,,In a very bad direction,The wrong direction,,1,57.0,33.52941176470588
1,Ibb,politics,1.0,y,"In general, what do you think about the current situation in Yemen, is it going in the right direction or in the wrong direction?",Is the situation in Yemen heading in the right or wrong direction? ,,To some extent in a bad direction,Tending to the wrong direction,,2,58.0,34.11764705882353
1,Ibb,politics,1.0,y,"In general, what do you think about the current situation in Yemen, is it going in the right direction or in the wrong direction?",Is the situation in Yemen heading in the right or wrong direction? ,,To some extent in the right direction,Tending to the right direction,,4,4.0,2.3529411764705883
1,Ibb,politics,2.0,y,How much do you believe Yemen should be divided into regions?,Should Yemen be divided into regions?,,2,No,,2,42.0,24.705882352941178
1,Ibb,politics,2.0,y,How much do you believe Yemen should be divided into regions?,Should Yemen be divided into regions?,,3,Maybe,,3,14.0,8.235294117647058
1,Ibb,politics,2.0,y,How much do you believe Yemen should be divided into regions?,Should Yemen be divided into regions?,,4,Yes,,4,3.0,1.7647058823529411
1,Ibb,politics,3.0,y,How much do you believe south Yemen should be independent?,Should south Yemen become independent?,,2,No,,2,37.0,21.764705882352942
1,Ibb,politics,3.0,y,How much do you believe south Yemen should be independent?,Should south Yemen become independent?,,3,Maybe,,3,15.0,8.823529411764707
1,Ibb,politics,3.0,y,How much do you believe south Yemen should be independent?,Should south Yemen become independent?,,4,Yes,,4,3.0,1.7647058823529411
1,Ibb,public services,1.0,y,"According to your opinion, how available are these services and products in your area? Health Care",Is healthcare available in your area?,,Not available,Never,,1,34.0,20.0
1,Ibb,public services,1.0,y,"According to your opinion, how available are these services and products in your area? Health Care",Is healthcare available in your area?,,Hardly available,Hardly ever,,2,77.0,45.294117647058826
1,Ibb,public services,1.0,y,"According to your opinion, how available are these services and products in your area? Health Care",Is healthcare available in your area?,,Somewhat available,Sometimes,,3,47.0,27.647058823529413
1,Ibb,public services,1.0,y,"According to your opinion, how available are these services and products in your area? Health Care",Is healthcare available in your area?,,Very available,Always,,4,10.0,5.88235294117647
1,Ibb,public services,1.0,y,"According to your opinion, how available are these services and products in your area? Health Care",Is healthcare available in your area?,,I have never heard about it,,,dk,2.0,1.1764705882352942
1,Ibb,public services,2.0,y,"According to your opinion, how available are these services and products in your area? Education",Is education available in your area?,,Not available,Never,,1,2.0,1.1764705882352942
1,Ibb,public services,2.0,y,"According to your opinion, how available are these services and products in your area? Education",Is education available in your area?,,Hardly available,Hardly ever,,2,33.0,19.411764705882355
1,Ibb,public services,2.0,y,"According to your opinion, how available are these services and products in your area? Education",Is education available in your area?,,Somewhat available,Sometimes,,3,78.0,45.88235294117647
1,Ibb,public services,2.0,y,"According to your opinion, how available are these services and products in your area? Education",Is education available in your area?,,Very available,Always,,4,57.0,33.52941176470588
1,Ibb,security,1.0,y,"On a scale ranging from 1 to 5 in which ""1"" means ""always very unsafe"" and ""5"" means ""always very safe"", how safe do you personally feel?",How safe do you personally feel?,,Always unsafe,I never feel safe,,1,12.0,7.0588235294117645
1,Ibb,security,1.0,y,"On a scale ranging from 1 to 5 in which ""1"" means ""always very unsafe"" and ""5"" means ""always very safe"", how safe do you personally feel?",How safe do you personally feel?,,Mostly unsafe,I mostly feel unsafe,,2,16.0,9.411764705882353
1,Ibb,security,1.0,y,"On a scale ranging from 1 to 5 in which ""1"" means ""always very unsafe"" and ""5"" means ""always very safe"", how safe do you personally feel?",How safe do you personally feel?,,Neither safe nor unsafe,I neither feel safe nor unsafe,,3,35.0,20.588235294117645
1,Ibb,security,1.0,y,"On a scale ranging from 1 to 5 in which ""1"" means ""always very unsafe"" and ""5"" means ""always very safe"", how safe do you personally feel?",How safe do you personally feel?,,Mostly safe,I mostly feel safe,,4,47.0,27.647058823529413
1,Ibb,security,1.0,y,"On a scale ranging from 1 to 5 in which ""1"" means ""always very unsafe"" and ""5"" means ""always very safe"", how safe do you personally feel?",How safe do you personally feel?,,Always safe,I always feel safe,,5,60.0,35.294117647058826
1,Ibb,security,3.0,y,How do evaluate the general security situation in your area?,How is the general security situation in your area?,,Very bad,Very bad,,1,9.0,5.294117647058823
1,Ibb,security,3.0,y,How do evaluate the general security situation in your area?,How is the general security situation in your area?,,2,Bad,,2,24.0,14.117647058823529
1,Ibb,security,3.0,y,How do evaluate the general security situation in your area?,How is the general security situation in your area?,,3,Average,,3,39.0,22.941176470588236
1,Ibb,security,3.0,y,How do evaluate the general security situation in your area?,How is the general security situation in your area?,,4,Good,,4,62.0,36.470588235294116
1,Ibb,security,3.0,y,How do evaluate the general security situation in your area?,How is the general security situation in your area?,,Very good,Very good,,5,36.0,21.176470588235293
1,Ibb,security,4.0,y,"According to your opinion, Is Police active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the police in your area active in a positive, negative, or neutral way, or simply not active at all?",,Active in a negative way,In a negative way,,1,18.0,10.588235294117647
1,Ibb,security,4.0,y,"According to your opinion, Is Police active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the police in your area active in a positive, negative, or neutral way, or simply not active at all?",,Not active at all,Not active at all,,2,8.0,4.705882352941177
1,Ibb,security,4.0,y,"According to your opinion, Is Police active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the police in your area active in a positive, negative, or neutral way, or simply not active at all?",,Neither positive nor negative,Neither positive nor negative,,4,66.0,38.82352941176471
1,Ibb,security,4.0,y,"According to your opinion, Is Police active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the police in your area active in a positive, negative, or neutral way, or simply not active at all?",,Active in a positive way,In a positive way,,5,22.0,12.941176470588237
10,Dhamar,basic needs,1.0,y,Please tell me if Adequate  shelter/housing is available or not for your family,Does your family have access to adequate shelter/housing?,,Not available at all,"No, never",,1,1.0,1.0
10,Dhamar,basic needs,1.0,y,Please tell me if Adequate  shelter/housing is available or not for your family,Does your family have access to adequate shelter/housing?,,Somewhat not available,Only sometimes,,2,1.0,1.0
10,Dhamar,basic needs,1.0,y,Please tell me if Adequate  shelter/housing is available or not for your family,Does your family have access to adequate shelter/housing?,,Somewhat available,Sometimes yes,,3,25.0,25.0
10,Dhamar,basic needs,1.0,y,Please tell me if Adequate  shelter/housing is available or not for your family,Does your family have access to adequate shelter/housing?,,Available,Yes,,4,8.0,8.0
10,Dhamar,basic needs,1.0,y,Please tell me if Adequate  shelter/housing is available or not for your family,Does your family have access to adequate shelter/housing?,,Very available,"Yes, always",,5,65.0,65.0
10,Dhamar,basic needs,2.0,y,"Thinking about the last year, have there been times when your family didn't have enough food for all household members?","In the past year, has there been an occasion when your family didn't have enough food to feed everyone?",,No,No,,1,58.0,57.99999999999999
10,Dhamar,basic needs,2.0,y,"Thinking about the last year, have there been times when your family didn't have enough food for all household members?","In the past year, has there been an occasion when your family didn't have enough food to feed everyone?",,Yes,Yes,,2,42.0,42.0
10,Dhamar,basic needs,3.0,y,"According to your opinion, how available are these services and products in your area? Water",Is water available in your area?,,Hardly available,Hardly ever,,2,34.0,34.0
10,Dhamar,basic needs,3.0,y,"According to your opinion, how available are these services and products in your area? Water",Is water available in your area?,,Somewhat available,Sometimes,,3,38.0,38.0
10,Dhamar,basic needs,3.0,y,"According to your opinion, how available are these services and products in your area? Water",Is water available in your area?,,Very available,Always,,4,28.0,28.000000000000004
10,Dhamar,basic needs,5.0,y,"According to your opinion, how available are these services and products in your area? Electricity",Is electricity available in your area?,,Not available,Never,,1,86.0,86.0
10,Dhamar,basic needs,5.0,y,"According to your opinion, how available are these services and products in your area? Electricity",Is electricity available in your area?,,Hardly available,Hardly ever,,2,1.0,1.0
10,Dhamar,basic needs,5.0,y,"According to your opinion, how available are these services and products in your area? Electricity",Is electricity available in your area?,,Somewhat available,Sometimes,,3,8.0,8.0
10,Dhamar,basic needs,5.0,y,"According to your opinion, how available are these services and products in your area? Electricity",Is electricity available in your area?,,Very available,Always,,4,3.0,3.0
10,Dhamar,basic needs,5.0,y,"According to your opinion, how available are these services and products in your area? Electricity",Is electricity available in your area?,,I have never heard about it,,,dk,2.0,2.0
10,Dhamar,conflicts,9.0,y,"I will list read a number of places where conflicts take place, please let me know how often conflicts take place (Conflicts in the neighborhood)",How often do conflicts take place within your neigbourhood?,,Never,Never,,1,11.0,11.0
10,Dhamar,conflicts,9.0,y,"I will list read a number of places where conflicts take place, please let me know how often conflicts take place (Conflicts in the neighborhood)",How often do conflicts take place within your neigbourhood?,,2,Hardly ever,,2,26.0,26.0
10,Dhamar,conflicts,9.0,y,"I will list read a number of places where conflicts take place, please let me know how often conflicts take place (Conflicts in the neighborhood)",How often do conflicts take place within your neigbourhood?,,3,Sometimes,,3,26.0,26.0
10,Dhamar,conflicts,9.0,y,"I will list read a number of places where conflicts take place, please let me know how often conflicts take place (Conflicts in the neighborhood)",How often do conflicts take place within your neigbourhood?,,4,Often,,4,26.0,26.0
10,Dhamar,conflicts,9.0,y,"I will list read a number of places where conflicts take place, please let me know how often conflicts take place (Conflicts in the neighborhood)",How often do conflicts take place within your neigbourhood?,,Very often,Very often,,5,11.0,11.0
10,Dhamar,conflicts,10.0,y,"I will list a number of reasons that can lead to conflict ""Religious Differences"" (Conflicts in the neighborhood)",Do religious differences cause conflict within your neighbourhood?,,It is not a reason for our conflicts,Never,,1,54.0,54.0
10,Dhamar,conflicts,10.0,y,"I will list a number of reasons that can lead to conflict ""Religious Differences"" (Conflicts in the neighborhood)",Do religious differences cause conflict within your neighbourhood?,,2,Hardly ever,,2,27.0,27.0
10,Dhamar,conflicts,10.0,y,"I will list a number of reasons that can lead to conflict ""Religious Differences"" (Conflicts in the neighborhood)",Do religious differences cause conflict within your neighbourhood?,,3,Sometimes,,3,12.0,12.0
10,Dhamar,conflicts,10.0,y,"I will list a number of reasons that can lead to conflict ""Religious Differences"" (Conflicts in the neighborhood)",Do religious differences cause conflict within your neighbourhood?,,4,Often,,4,5.0,5.0
10,Dhamar,conflicts,10.0,y,"I will list a number of reasons that can lead to conflict ""Religious Differences"" (Conflicts in the neighborhood)",Do religious differences cause conflict within your neighbourhood?,,It is the most important reason for our conflicts,Always,,5,2.0,2.0
10,Dhamar,conflicts,11.0,y,"I will list a number of reasons that can lead to conflict ""Political Difference"" (Conflicts in the neighborhood)",Do political differences cause conflict within your neighbourhood?,,It is not a reason for our conflicts,Never,,1,14.0,14.000000000000002
10,Dhamar,conflicts,11.0,y,"I will list a number of reasons that can lead to conflict ""Political Difference"" (Conflicts in the neighborhood)",Do political differences cause conflict within your neighbourhood?,,2,Hardly ever,,2,36.0,36.0
10,Dhamar,conflicts,11.0,y,"I will list a number of reasons that can lead to conflict ""Political Difference"" (Conflicts in the neighborhood)",Do political differences cause conflict within your neighbourhood?,,3,Sometimes,,3,25.0,25.0
10,Dhamar,conflicts,11.0,y,"I will list a number of reasons that can lead to conflict ""Political Difference"" (Conflicts in the neighborhood)",Do political differences cause conflict within your neighbourhood?,,4,Often,,4,20.0,20.0
10,Dhamar,conflicts,11.0,y,"I will list a number of reasons that can lead to conflict ""Political Difference"" (Conflicts in the neighborhood)",Do political differences cause conflict within your neighbourhood?,,It is the most important reason for our conflicts,Always,,5,4.0,4.0
10,Dhamar,daily life,1.0,y,First I would like to ask you about your current situation / family situation. How would you rate it on a scale from 1 to 5?,How would you rate you and your family's current situation?,,Neither bad nor good,Average,,3,17.0,17.0
10,Dhamar,daily life,1.0,y,First I would like to ask you about your current situation / family situation. How would you rate it on a scale from 1 to 5?,How would you rate you and your family's current situation?,,It is very good,Very good,,5,3.0,3.0
10,Dhamar,governance,4.0,y,"According to your opinion, Is Local Council  active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Is your local council active in a positive, negative, or neutral way, or simply not active at all?",,Active in a negative way,In a negative way,,1,22.0,22.0
10,Dhamar,governance,4.0,y,"According to your opinion, Is Local Council  active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Is your local council active in a positive, negative, or neutral way, or simply not active at all?",,Not active at all,Not active at all,,2,30.0,30.0
10,Dhamar,governance,4.0,y,"According to your opinion, Is Local Council  active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Is your local council active in a positive, negative, or neutral way, or simply not active at all?",,Neither positive nor negative,Neither positive nor negative,,4,22.0,22.0
10,Dhamar,governance,4.0,y,"According to your opinion, Is Local Council  active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Is your local council active in a positive, negative, or neutral way, or simply not active at all?",,Active in a positive way,In a positive way,,5,17.0,17.0
10,Dhamar,governance,5.0,y,"According to your opinion, Are Political Parties active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are political parties in your area active in a positive, negative, or neutral way, or simply not active at all?",,Active in a negative way,In a negative way,,1,27.0,27.0
10,Dhamar,governance,5.0,y,"According to your opinion, Are Political Parties active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are political parties in your area active in a positive, negative, or neutral way, or simply not active at all?",,Not active at all,Not active at all,,2,29.0,28.999999999999996
10,Dhamar,governance,5.0,y,"According to your opinion, Are Political Parties active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are political parties in your area active in a positive, negative, or neutral way, or simply not active at all?",,Neither positive nor negative,Neither positive nor negative,,4,21.0,21.0
10,Dhamar,governance,5.0,y,"According to your opinion, Are Political Parties active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are political parties in your area active in a positive, negative, or neutral way, or simply not active at all?",,Active in a positive way,In a positive way,,5,9.0,9.0
10,Dhamar,governance,6.0,y,"According to your opinion, Are Tribal leaders active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the tribal leaders in your area active in a positive, negative, or neutral way, or simply not active at all?",,Active in a negative way,In a negative way,,1,18.0,18.0
10,Dhamar,governance,6.0,y,"According to your opinion, Are Tribal leaders active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the tribal leaders in your area active in a positive, negative, or neutral way, or simply not active at all?",,Not active at all,Not active at all,,2,3.0,3.0
10,Dhamar,governance,6.0,y,"According to your opinion, Are Tribal leaders active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the tribal leaders in your area active in a positive, negative, or neutral way, or simply not active at all?",,Neither positive nor negative,Neither positive nor negative,,4,24.0,24.0
10,Dhamar,governance,6.0,y,"According to your opinion, Are Tribal leaders active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the tribal leaders in your area active in a positive, negative, or neutral way, or simply not active at all?",,Active in a positive way,In a positive way,,5,41.0,41.0
10,Dhamar,governance,7.0,y,"According to your opinion, Are Religious groups active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the religious groups in your area active in a positive, negative, or neutral way, or simply not active at all?",,Active in a negative way,In a negative way,,1,3.0,3.0
10,Dhamar,governance,7.0,y,"According to your opinion, Are Religious groups active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the religious groups in your area active in a positive, negative, or neutral way, or simply not active at all?",,Not active at all,Not active at all,,2,1.0,1.0
