id,governorate,question_tag,question_tag_order,question_map,question_raw,question_en,question_ar,question_scale,answer_raw,answer_en,answer_ar,answer_rank,answer_count,answer_pct
12,Sana'a,basic needs,7.0,,What are the most Three things that your family need? Second,What is the second most important thing your family needs?,,,Job opportunities/ money,Job opportunities or money,,4,1.0,1.4285714285714286
12,Sana'a,basic needs,7.0,,What are the most Three things that your family need? Second,What is the second most important thing your family needs?,,,Medicine/ Health care,Medicine and healthcare,,5,4.0,5.714285714285714
12,Sana'a,basic needs,7.0,,What are the most Three things that your family need? Second,What is the second most important thing your family needs?,,,None,We don't need anything,,6,8.0,11.428571428571429
12,Sana'a,basic needs,7.0,,What are the most Three things that your family need? Second,What is the second most important thing your family needs?,,,Other,Other,,x,2.0,2.857142857142857
12,Sana'a,basic needs,7.0,,What are the most Three things that your family need? Second,What is the second most important thing your family needs?,,,Adequate house/ Transportation,Other,,x,3.0,4.285714285714286
12,Sana'a,basic needs,7.0,,What are the most Three things that your family need? Second,What is the second most important thing your family needs?,,,Propane gas/ fuel,Other,,x,4.0,5.714285714285714
12,Sana'a,basic needs,8.0,,What are the most Three things that your family need? Third,What is the third most important thing your family needs?,,,Food,Food,,1,2.0,2.857142857142857
12,Sana'a,basic needs,8.0,,What are the most Three things that your family need? Third,What is the third most important thing your family needs?,,,Electricity,Electricity,,2,2.0,2.857142857142857
12,Sana'a,basic needs,8.0,,What are the most Three things that your family need? Third,What is the third most important thing your family needs?,,,Water,Water,,3,2.0,2.857142857142857
12,Sana'a,basic needs,8.0,,What are the most Three things that your family need? Third,What is the third most important thing your family needs?,,,Job opportunities/ money,Job opportunities or money,,4,1.0,1.4285714285714286
12,Sana'a,basic needs,8.0,,What are the most Three things that your family need? Third,What is the third most important thing your family needs?,,,Other,Other,,x,4.0,5.714285714285714
12,Sana'a,basic needs,8.0,,What are the most Three things that your family need? Third,What is the third most important thing your family needs?,,,Propane gas/ fuel,Other,,x,1.0,1.4285714285714286
12,Sana'a,basic needs,9.0,,"According to your opinion, how available are these services and products in your area? Medication",Is medication available in your area?,,4.0,Not available,Never,,1,21.0,30.0
12,Sana'a,basic needs,9.0,,"According to your opinion, how available are these services and products in your area? Medication",Is medication available in your area?,,4.0,Hardly available,Hardly ever,,2,14.0,20.0
12,Sana'a,basic needs,9.0,,"According to your opinion, how available are these services and products in your area? Medication",Is medication available in your area?,,4.0,Somewhat available,Sometimes,,3,16.0,22.857142857142858
12,Sana'a,basic needs,9.0,,"According to your opinion, how available are these services and products in your area? Medication",Is medication available in your area?,,4.0,Very available,Always,,4,19.0,27.142857142857142
12,Sana'a,conflicts,1.0,,"I will list read a number of places where conflicts take place, please let me know how often conflicts take place (Conflicts within the family)",How often do conflicts take place within your family?,,5.0,Never,Never,,1,39.0,55.714285714285715
12,Sana'a,conflicts,1.0,,"I will list read a number of places where conflicts take place, please let me know how often conflicts take place (Conflicts within the family)",How often do conflicts take place within your family?,,5.0,2,Hardly ever,,2,22.0,31.428571428571427
12,Sana'a,conflicts,1.0,,"I will list read a number of places where conflicts take place, please let me know how often conflicts take place (Conflicts within the family)",How often do conflicts take place within your family?,,5.0,3,Sometimes,,3,5.0,7.142857142857142
12,Sana'a,conflicts,1.0,,"I will list read a number of places where conflicts take place, please let me know how often conflicts take place (Conflicts within the family)",How often do conflicts take place within your family?,,5.0,4,Often,,4,3.0,4.285714285714286
12,Sana'a,conflicts,1.0,,"I will list read a number of places where conflicts take place, please let me know how often conflicts take place (Conflicts within the family)",How often do conflicts take place within your family?,,5.0,Very often,Very often,,5,1.0,1.4285714285714286
12,Sana'a,conflicts,2.0,,"I will list a number of reasons that can lead to conflict ""Religious Differences"" (Conflicts within the family)",Do religious differences cause conflict within your family?,,5.0,It is not a reason for our conflicts,Never,,1,61.0,87.14285714285714
12,Sana'a,conflicts,2.0,,"I will list a number of reasons that can lead to conflict ""Religious Differences"" (Conflicts within the family)",Do religious differences cause conflict within your family?,,5.0,4,Often,,4,2.0,2.857142857142857
12,Sana'a,conflicts,2.0,,"I will list a number of reasons that can lead to conflict ""Religious Differences"" (Conflicts within the family)",Do religious differences cause conflict within your family?,,5.0,It is the most important reason for our conflicts,Always,,5,3.0,4.285714285714286
12,Sana'a,conflicts,3.0,,"I will list a number of reasons that can lead to conflict ""Political Difference"" (Conflicts within the family)",Do political differences cause conflict within your family?,,5.0,It is not a reason for our conflicts,Never,,1,43.0,61.42857142857143
12,Sana'a,conflicts,3.0,,"I will list a number of reasons that can lead to conflict ""Political Difference"" (Conflicts within the family)",Do political differences cause conflict within your family?,,5.0,3,Sometimes,,3,2.0,2.857142857142857
12,Sana'a,conflicts,3.0,,"I will list a number of reasons that can lead to conflict ""Political Difference"" (Conflicts within the family)",Do political differences cause conflict within your family?,,5.0,4,Often,,4,21.0,30.0
12,Sana'a,conflicts,3.0,,"I will list a number of reasons that can lead to conflict ""Political Difference"" (Conflicts within the family)",Do political differences cause conflict within your family?,,5.0,It is the most important reason for our conflicts,Always,,5,2.0,2.857142857142857
12,Sana'a,conflicts,4.0,,"I will list a number of reasons that can lead to conflict ""Food, Fuel, Water, Medicine"" (Conflicts within the family)","Does access to food, fuel, water or medicine cause conflict within your family?",,5.0,It is not a reason for our conflicts,Never,,1,40.0,57.14285714285714
12,Sana'a,conflicts,4.0,,"I will list a number of reasons that can lead to conflict ""Food, Fuel, Water, Medicine"" (Conflicts within the family)","Does access to food, fuel, water or medicine cause conflict within your family?",,5.0,2,Hardly ever,,2,2.0,2.857142857142857
12,Sana'a,conflicts,4.0,,"I will list a number of reasons that can lead to conflict ""Food, Fuel, Water, Medicine"" (Conflicts within the family)","Does access to food, fuel, water or medicine cause conflict within your family?",,5.0,3,Sometimes,,3,6.0,8.571428571428571
12,Sana'a,conflicts,4.0,,"I will list a number of reasons that can lead to conflict ""Food, Fuel, Water, Medicine"" (Conflicts within the family)","Does access to food, fuel, water or medicine cause conflict within your family?",,5.0,4,Often,,4,20.0,28.57142857142857
12,Sana'a,conflicts,4.0,,"I will list a number of reasons that can lead to conflict ""Food, Fuel, Water, Medicine"" (Conflicts within the family)","Does access to food, fuel, water or medicine cause conflict within your family?",,5.0,It is the most important reason for our conflicts,Always,,5,2.0,2.857142857142857
12,Sana'a,conflicts,5.0,,"I will list read a number of places where conflicts take place, please let me know how often conflicts take place (Conflicts with friends)",How often do conflicts take place within your group of friends?,,5.0,Never,Never,,1,42.0,60.0
12,Sana'a,conflicts,5.0,,"I will list read a number of places where conflicts take place, please let me know how often conflicts take place (Conflicts with friends)",How often do conflicts take place within your group of friends?,,5.0,2,Hardly ever,,2,21.0,30.0
12,Sana'a,conflicts,5.0,,"I will list read a number of places where conflicts take place, please let me know how often conflicts take place (Conflicts with friends)",How often do conflicts take place within your group of friends?,,5.0,3,Sometimes,,3,6.0,8.571428571428571
12,Sana'a,conflicts,5.0,,"I will list read a number of places where conflicts take place, please let me know how often conflicts take place (Conflicts with friends)",How often do conflicts take place within your group of friends?,,5.0,4,Often,,4,1.0,1.4285714285714286
12,Sana'a,conflicts,6.0,,"I will list a number of reasons that can lead to conflict ""Religious Differences"" (Conflicts with friends)",Do religious differences cause conflict within your friendship group?,,5.0,It is not a reason for our conflicts,Never,,1,54.0,77.14285714285715
12,Sana'a,conflicts,6.0,,"I will list a number of reasons that can lead to conflict ""Religious Differences"" (Conflicts with friends)",Do religious differences cause conflict within your friendship group?,,5.0,2,Hardly ever,,2,1.0,1.4285714285714286
12,Sana'a,conflicts,6.0,,"I will list a number of reasons that can lead to conflict ""Religious Differences"" (Conflicts with friends)",Do religious differences cause conflict within your friendship group?,,5.0,3,Sometimes,,3,2.0,2.857142857142857
12,Sana'a,conflicts,6.0,,"I will list a number of reasons that can lead to conflict ""Religious Differences"" (Conflicts with friends)",Do religious differences cause conflict within your friendship group?,,5.0,4,Often,,4,3.0,4.285714285714286
12,Sana'a,conflicts,6.0,,"I will list a number of reasons that can lead to conflict ""Religious Differences"" (Conflicts with friends)",Do religious differences cause conflict within your friendship group?,,5.0,It is the most important reason for our conflicts,Always,,5,2.0,2.857142857142857
12,Sana'a,conflicts,7.0,,"I will list a number of reasons that can lead to conflict ""Political Difference"" (Conflicts with friends)",Do political differences cause conflict within your friendship group?,,5.0,It is not a reason for our conflicts,Never,,1,36.0,51.42857142857142
12,Sana'a,conflicts,7.0,,"I will list a number of reasons that can lead to conflict ""Political Difference"" (Conflicts with friends)",Do political differences cause conflict within your friendship group?,,5.0,2,Hardly ever,,2,3.0,4.285714285714286
12,Sana'a,conflicts,7.0,,"I will list a number of reasons that can lead to conflict ""Political Difference"" (Conflicts with friends)",Do political differences cause conflict within your friendship group?,,5.0,3,Sometimes,,3,3.0,4.285714285714286
12,Sana'a,conflicts,7.0,,"I will list a number of reasons that can lead to conflict ""Political Difference"" (Conflicts with friends)",Do political differences cause conflict within your friendship group?,,5.0,4,Often,,4,20.0,28.57142857142857
12,Sana'a,conflicts,7.0,,"I will list a number of reasons that can lead to conflict ""Political Difference"" (Conflicts with friends)",Do political differences cause conflict within your friendship group?,,5.0,It is the most important reason for our conflicts,Always,,5,5.0,7.142857142857142
12,Sana'a,conflicts,8.0,,"I will list a number of reasons that can lead to conflict ""Food, Fuel, Water, Medicine"" (Conflicts with friends)","Does access to food, fuel, water or medicine cause conflict within your friendship group?",,5.0,It is not a reason for our conflicts,Never,,1,49.0,70.0
12,Sana'a,conflicts,8.0,,"I will list a number of reasons that can lead to conflict ""Food, Fuel, Water, Medicine"" (Conflicts with friends)","Does access to food, fuel, water or medicine cause conflict within your friendship group?",,5.0,2,Hardly ever,,2,4.0,5.714285714285714
12,Sana'a,conflicts,8.0,,"I will list a number of reasons that can lead to conflict ""Food, Fuel, Water, Medicine"" (Conflicts with friends)","Does access to food, fuel, water or medicine cause conflict within your friendship group?",,5.0,3,Sometimes,,3,2.0,2.857142857142857
12,Sana'a,conflicts,8.0,,"I will list a number of reasons that can lead to conflict ""Food, Fuel, Water, Medicine"" (Conflicts with friends)","Does access to food, fuel, water or medicine cause conflict within your friendship group?",,5.0,4,Often,,4,12.0,17.142857142857142
12,Sana'a,conflicts,8.0,,"I will list a number of reasons that can lead to conflict ""Food, Fuel, Water, Medicine"" (Conflicts with friends)","Does access to food, fuel, water or medicine cause conflict within your friendship group?",,5.0,It is the most important reason for our conflicts,Always,,5,1.0,1.4285714285714286
12,Sana'a,conflicts,9.0,y,"I will list read a number of places where conflicts take place, please let me know how often conflicts take place (Conflicts in the neighborhood)",How often do conflicts take place within your neigbourhood?,,5.0,Never,Never,,1,22.0,31.428571428571427
12,Sana'a,conflicts,9.0,y,"I will list read a number of places where conflicts take place, please let me know how often conflicts take place (Conflicts in the neighborhood)",How often do conflicts take place within your neigbourhood?,,5.0,2,Hardly ever,,2,20.0,28.57142857142857
12,Sana'a,conflicts,9.0,y,"I will list read a number of places where conflicts take place, please let me know how often conflicts take place (Conflicts in the neighborhood)",How often do conflicts take place within your neigbourhood?,,5.0,3,Sometimes,,3,9.0,12.857142857142856
12,Sana'a,conflicts,9.0,y,"I will list read a number of places where conflicts take place, please let me know how often conflicts take place (Conflicts in the neighborhood)",How often do conflicts take place within your neigbourhood?,,5.0,4,Often,,4,13.0,18.571428571428573
12,Sana'a,conflicts,9.0,y,"I will list read a number of places where conflicts take place, please let me know how often conflicts take place (Conflicts in the neighborhood)",How often do conflicts take place within your neigbourhood?,,5.0,Very often,Very often,,5,6.0,8.571428571428571
12,Sana'a,conflicts,10.0,y,"I will list a number of reasons that can lead to conflict ""Religious Differences"" (Conflicts in the neighborhood)",Do religious differences cause conflict within your neighbourhood?,,5.0,It is not a reason for our conflicts,Never,,1,49.0,70.0
12,Sana'a,conflicts,10.0,y,"I will list a number of reasons that can lead to conflict ""Religious Differences"" (Conflicts in the neighborhood)",Do religious differences cause conflict within your neighbourhood?,,5.0,2,Hardly ever,,2,2.0,2.857142857142857
12,Sana'a,conflicts,10.0,y,"I will list a number of reasons that can lead to conflict ""Religious Differences"" (Conflicts in the neighborhood)",Do religious differences cause conflict within your neighbourhood?,,5.0,3,Sometimes,,3,3.0,4.285714285714286
12,Sana'a,conflicts,10.0,y,"I will list a number of reasons that can lead to conflict ""Religious Differences"" (Conflicts in the neighborhood)",Do religious differences cause conflict within your neighbourhood?,,5.0,4,Often,,4,5.0,7.142857142857142
12,Sana'a,conflicts,10.0,y,"I will list a number of reasons that can lead to conflict ""Religious Differences"" (Conflicts in the neighborhood)",Do religious differences cause conflict within your neighbourhood?,,5.0,It is the most important reason for our conflicts,Always,,5,1.0,1.4285714285714286
12,Sana'a,conflicts,11.0,y,"I will list a number of reasons that can lead to conflict ""Political Difference"" (Conflicts in the neighborhood)",Do political differences cause conflict within your neighbourhood?,,5.0,It is not a reason for our conflicts,Never,,1,20.0,28.57142857142857
12,Sana'a,conflicts,11.0,y,"I will list a number of reasons that can lead to conflict ""Political Difference"" (Conflicts in the neighborhood)",Do political differences cause conflict within your neighbourhood?,,5.0,2,Hardly ever,,2,1.0,1.4285714285714286
12,Sana'a,conflicts,11.0,y,"I will list a number of reasons that can lead to conflict ""Political Difference"" (Conflicts in the neighborhood)",Do political differences cause conflict within your neighbourhood?,,5.0,3,Sometimes,,3,7.0,10.0
12,Sana'a,conflicts,11.0,y,"I will list a number of reasons that can lead to conflict ""Political Difference"" (Conflicts in the neighborhood)",Do political differences cause conflict within your neighbourhood?,,5.0,4,Often,,4,30.0,42.857142857142854
12,Sana'a,conflicts,11.0,y,"I will list a number of reasons that can lead to conflict ""Political Difference"" (Conflicts in the neighborhood)",Do political differences cause conflict within your neighbourhood?,,5.0,It is the most important reason for our conflicts,Always,,5,8.0,11.428571428571429
12,Sana'a,conflicts,12.0,,"I will list a number of reasons that can lead to conflict ""Food, Fuel, Water, Medicine"" (Conflicts in the neighborhood)","Does access to food, fuel, water or medicine cause conflict within your neighbourhood?",,5.0,It is not a reason for our conflicts,Never,,1,22.0,31.428571428571427
12,Sana'a,conflicts,12.0,,"I will list a number of reasons that can lead to conflict ""Food, Fuel, Water, Medicine"" (Conflicts in the neighborhood)","Does access to food, fuel, water or medicine cause conflict within your neighbourhood?",,5.0,2,Hardly ever,,2,3.0,4.285714285714286
12,Sana'a,conflicts,12.0,,"I will list a number of reasons that can lead to conflict ""Food, Fuel, Water, Medicine"" (Conflicts in the neighborhood)","Does access to food, fuel, water or medicine cause conflict within your neighbourhood?",,5.0,3,Sometimes,,3,11.0,15.714285714285714
12,Sana'a,conflicts,12.0,,"I will list a number of reasons that can lead to conflict ""Food, Fuel, Water, Medicine"" (Conflicts in the neighborhood)","Does access to food, fuel, water or medicine cause conflict within your neighbourhood?",,5.0,4,Often,,4,23.0,32.857142857142854
12,Sana'a,conflicts,12.0,,"I will list a number of reasons that can lead to conflict ""Food, Fuel, Water, Medicine"" (Conflicts in the neighborhood)","Does access to food, fuel, water or medicine cause conflict within your neighbourhood?",,5.0,It is the most important reason for our conflicts,Always,,5,8.0,11.428571428571429
12,Sana'a,daily life,1.0,y,First I would like to ask you about your current situation / family situation. How would you rate it on a scale from 1 to 5?,How would you rate you and your family's current situation?,,5.0,Neither bad nor good,Average,,3,27.0,38.57142857142858
12,Sana'a,daily life,1.0,y,First I would like to ask you about your current situation / family situation. How would you rate it on a scale from 1 to 5?,How would you rate you and your family's current situation?,,5.0,It is very good,Very good,,5,4.0,5.714285714285714
12,Sana'a,daily life,2.0,,How much time do you often spend at home during the daytime?,"On average, how much time do you spend at home during the day? ",,5.0,1-4 hours,1-4 hours,,1,10.0,14.285714285714285
12,Sana'a,daily life,2.0,,How much time do you often spend at home during the daytime?,"On average, how much time do you spend at home during the day? ",,5.0,5-8 hours,5-8 hours,,2,18.0,25.71428571428571
12,Sana'a,daily life,2.0,,How much time do you often spend at home during the daytime?,"On average, how much time do you spend at home during the day? ",,5.0,9-12 hours,9-12 hours,,3,15.0,21.428571428571427
12,Sana'a,daily life,2.0,,How much time do you often spend at home during the daytime?,"On average, how much time do you spend at home during the day? ",,5.0,13-16 hours,13-16 hours,,4,14.0,20.0
12,Sana'a,daily life,2.0,,How much time do you often spend at home during the daytime?,"On average, how much time do you spend at home during the day? ",,5.0,I spend the whole day at home,I spend the whole day at home,,5,13.0,18.571428571428573
12,Sana'a,daily life,3.0,,"Since the beginning of the war in March 2015, do you spend more or less time at home during the daytime?","Since the war began in March 2015, do you spend more or less time at home? ",,3.0,I spend less time at home,I spend less time at home,,1,32.0,45.714285714285715
12,Sana'a,daily life,3.0,,"Since the beginning of the war in March 2015, do you spend more or less time at home during the daytime?","Since the war began in March 2015, do you spend more or less time at home? ",,3.0,I spend the same amount of time at home,I spend the same amount of time at home,,2,22.0,31.428571428571427
12,Sana'a,daily life,3.0,,"Since the beginning of the war in March 2015, do you spend more or less time at home during the daytime?","Since the war began in March 2015, do you spend more or less time at home? ",,3.0,I spend more time at home,I spend more time at home,,3,16.0,22.857142857142858
12,Sana'a,daily life,4.0,,Why do spend more time at home?,"If you spend more time at home since the war began, what is the main reason?",,,Because of the security situation,Because of the security situation,,1,5.0,7.142857142857142
12,Sana'a,daily life,4.0,,Why do spend more time at home?,"If you spend more time at home since the war began, what is the main reason?",,,I lost my job,I lost my job,,2,6.0,8.571428571428571
12,Sana'a,daily life,4.0,,Why do spend more time at home?,"If you spend more time at home since the war began, what is the main reason?",,,"My school/university was closed, I no longer go to school/University",My school or university was closed down,,3,5.0,7.142857142857142
12,Sana'a,daily life,5.0,,"When you think about the extra time that you have to spend at home since the beginning of the war, what do you do most in that time?",What do you do during the extra time you spend at home?,,,I chew Qat,I chew Qat ,,1,6.0,8.571428571428571
12,Sana'a,daily life,5.0,,"When you think about the extra time that you have to spend at home since the beginning of the war, what do you do most in that time?",What do you do during the extra time you spend at home?,,,I help my mother and father/ household chores,I help my parents with household chores,,2,3.0,4.285714285714286
12,Sana'a,daily life,5.0,,"When you think about the extra time that you have to spend at home since the beginning of the war, what do you do most in that time?",What do you do during the extra time you spend at home?,,,I use social media,I use social media,,5,3.0,4.285714285714286
12,Sana'a,daily life,5.0,,"When you think about the extra time that you have to spend at home since the beginning of the war, what do you do most in that time?",What do you do during the extra time you spend at home?,,,I watch television,I watch television,,6,3.0,4.285714285714286
12,Sana'a,daily life,5.0,,"When you think about the extra time that you have to spend at home since the beginning of the war, what do you do most in that time?",What do you do during the extra time you spend at home?,,,Other,Other,,x,1.0,1.4285714285714286
12,Sana'a,daily life,6.0,,"What do you do when you are outside of your home, but when you are not at work/school/university/training? First answer","Outside the home, what do you enjoy doing most during your free time?",,,Chew Qat,Chewing Qat ,,1,16.0,22.857142857142858
12,Sana'a,daily life,6.0,,"What do you do when you are outside of your home, but when you are not at work/school/university/training? First answer","Outside the home, what do you enjoy doing most during your free time?",,,Go shopping/ picnicking,Going shopping or for picnics,,2,8.0,11.428571428571429
12,Sana'a,daily life,6.0,,"What do you do when you are outside of your home, but when you are not at work/school/university/training? First answer","Outside the home, what do you enjoy doing most during your free time?",,,Play football and other games,Playing football and other games,,4,2.0,2.857142857142857
12,Sana'a,daily life,6.0,,"What do you do when you are outside of your home, but when you are not at work/school/university/training? First answer","Outside the home, what do you enjoy doing most during your free time?",,,Nothing/ I only go outside when it is very necessary,I only go outside if it's absolutely necessary,,5,1.0,1.4285714285714286
12,Sana'a,daily life,6.0,,"What do you do when you are outside of your home, but when you are not at work/school/university/training? First answer","Outside the home, what do you enjoy doing most during your free time?",,,Visit relatives and friends,Visiting relatives and friends,,6,42.0,60.0
12,Sana'a,daily life,6.0,,"What do you do when you are outside of your home, but when you are not at work/school/university/training? First answer","Outside the home, what do you enjoy doing most during your free time?",,,Other,Other,,x,1.0,1.4285714285714286
12,Sana'a,governance,1.0,,Who  are the people you consider most to be influential figures in your community?,Who are the most influential figures in your community? ,,,Aqil,Aqil,,1,17.0,24.285714285714285
12,Sana'a,governance,1.0,,Who  are the people you consider most to be influential figures in your community?,Who are the most influential figures in your community? ,,,Sheikh,Sheikhs,,3,17.0,24.285714285714285
12,Sana'a,governance,1.0,,Who  are the people you consider most to be influential figures in your community?,Who are the most influential figures in your community? ,,,None,There are no influential figures,,4,18.0,25.71428571428571
12,Sana'a,governance,1.0,,Who  are the people you consider most to be influential figures in your community?,Who are the most influential figures in your community? ,,,Military leaders,Military leaders,,5,1.0,1.4285714285714286
12,Sana'a,governance,1.0,,Who  are the people you consider most to be influential figures in your community?,Who are the most influential figures in your community? ,,,Other,Other,,x,5.0,7.142857142857142
12,Sana'a,governance,2.0,,How present do you think the state is within your area?,How present is the state in your area?,,5.0,Not present at all,Not present at all,,1,67.0,95.71428571428572
12,Sana'a,governance,2.0,,How present do you think the state is within your area?,How present is the state in your area?,,5.0,3,Sometimes present,,3,1.0,1.4285714285714286
12,Sana'a,governance,3.0,,Would you like the state to be more or less present or stay the same in your area?,Would you like more or less state presence in your area?,,3.0,More present,More present,,3,70.0,100.0
12,Sana'a,governance,4.0,y,"According to your opinion, Is Local Council  active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Is your local council active in a positive, negative, or neutral way, or simply not active at all?",,5.0,Not active at all,Not active at all,,2,2.0,2.857142857142857
12,Sana'a,governance,5.0,y,"According to your opinion, Are Political Parties active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are political parties in your area active in a positive, negative, or neutral way, or simply not active at all?",,5.0,Neither positive nor negative,Neither positive nor negative,,4,1.0,1.4285714285714286
12,Sana'a,governance,6.0,y,"According to your opinion, Are Tribal leaders active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the tribal leaders in your area active in a positive, negative, or neutral way, or simply not active at all?",,5.0,Not active at all,Not active at all,,2,3.0,4.285714285714286
12,Sana'a,governance,6.0,y,"According to your opinion, Are Tribal leaders active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the tribal leaders in your area active in a positive, negative, or neutral way, or simply not active at all?",,5.0,Neither positive nor negative,Neither positive nor negative,,4,1.0,1.4285714285714286
12,Sana'a,governance,6.0,y,"According to your opinion, Are Tribal leaders active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the tribal leaders in your area active in a positive, negative, or neutral way, or simply not active at all?",,5.0,Active in a positive way,In a positive way,,5,2.0,2.857142857142857
12,Sana'a,governance,7.0,y,"According to your opinion, Are Religious groups active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the religious groups in your area active in a positive, negative, or neutral way, or simply not active at all?",,5.0,Active in a negative way,In a negative way,,1,1.0,1.4285714285714286
12,Sana'a,governance,8.0,y,"According to your opinion, Is NGO/CSO active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the NGOs or CSOs in your area active in a positive, negative, or neutral way, or simply not active at all?",,5.0,Neither positive nor negative,Neither positive nor negative,,4,3.0,4.285714285714286
12,Sana'a,governance,8.0,y,"According to your opinion, Is NGO/CSO active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the NGOs or CSOs in your area active in a positive, negative, or neutral way, or simply not active at all?",,5.0,Active in a positive way,In a positive way,,5,5.0,7.142857142857142
12,Sana'a,governance,9.0,,Are you in direct personal contact with the leaders of your community?,Are you in direct personal contact with your community leaders?,,2.0,Yes,Yes,,1,12.0,17.142857142857142
12,Sana'a,governance,9.0,,Are you in direct personal contact with the leaders of your community?,Are you in direct personal contact with your community leaders?,,2.0,No,No,,2,57.0,81.42857142857143
12,Sana'a,governance,10.0,,How are you in direct personal contact with community leaders?,How do you contact your community leaders?,,,By telephone/ Social media,By phone or social media,,1,4.0,5.714285714285714
12,Sana'a,governance,10.0,,How are you in direct personal contact with community leaders?,How do you contact your community leaders?,,,Face to face/ in Qat sessions/ at mosque/ public markets/ at CL house,"Face to face, for example in Qat sessions or at a mosque",,2,8.0,11.428571428571429
12,Sana'a,governance,11.0,,Please tell me how much you agree with (Community leaders understand my needs and try their best to satisfy them),Community leaders understand my needs and try their best to satisfy them,,5.0,I disagree,Strongly disagree,,1,57.0,81.42857142857143
12,Sana'a,governance,11.0,,Please tell me how much you agree with (Community leaders understand my needs and try their best to satisfy them),Community leaders understand my needs and try their best to satisfy them,,5.0,I somewhat disagree,Disagree,,2,4.0,5.714285714285714
12,Sana'a,governance,11.0,,Please tell me how much you agree with (Community leaders understand my needs and try their best to satisfy them),Community leaders understand my needs and try their best to satisfy them,,5.0,I neither agree nor disagree,Neither agree nor disagree,,3,4.0,5.714285714285714
12,Sana'a,governance,11.0,,Please tell me how much you agree with (Community leaders understand my needs and try their best to satisfy them),Community leaders understand my needs and try their best to satisfy them,,5.0,I somewhat agree,Agree,,4,3.0,4.285714285714286
12,Sana'a,governance,12.0,,Please tell me how much you agree with (Community leaders give me the opportunity to communicate my needs to them ),Community leaders give me the opportunity to communicate my needs to them,,5.0,I disagree,Strongly disagree,,1,54.0,77.14285714285715
12,Sana'a,governance,12.0,,Please tell me how much you agree with (Community leaders give me the opportunity to communicate my needs to them ),Community leaders give me the opportunity to communicate my needs to them,,5.0,I somewhat disagree,Disagree,,2,5.0,7.142857142857142
12,Sana'a,governance,12.0,,Please tell me how much you agree with (Community leaders give me the opportunity to communicate my needs to them ),Community leaders give me the opportunity to communicate my needs to them,,5.0,I neither agree nor disagree,Neither agree nor disagree,,3,3.0,4.285714285714286
12,Sana'a,governance,12.0,,Please tell me how much you agree with (Community leaders give me the opportunity to communicate my needs to them ),Community leaders give me the opportunity to communicate my needs to them,,5.0,I somewhat agree,Agree,,4,5.0,7.142857142857142
12,Sana'a,governance,12.0,,Please tell me how much you agree with (Community leaders give me the opportunity to communicate my needs to them ),Community leaders give me the opportunity to communicate my needs to them,,5.0,I agree,Strongly agree,,5,1.0,1.4285714285714286
12,Sana'a,governance,13.0,,Please tell me how much you agree with (Community leaders understand my problems and help me solve them ),Community leaders understand my problems and help me solve them,,5.0,I disagree,Strongly disagree,,1,53.0,75.71428571428571
12,Sana'a,governance,13.0,,Please tell me how much you agree with (Community leaders understand my problems and help me solve them ),Community leaders understand my problems and help me solve them,,5.0,I somewhat disagree,Disagree,,2,4.0,5.714285714285714
12,Sana'a,governance,13.0,,Please tell me how much you agree with (Community leaders understand my problems and help me solve them ),Community leaders understand my problems and help me solve them,,5.0,I neither agree nor disagree,Neither agree nor disagree,,3,3.0,4.285714285714286
12,Sana'a,governance,13.0,,Please tell me how much you agree with (Community leaders understand my problems and help me solve them ),Community leaders understand my problems and help me solve them,,5.0,I somewhat agree,Agree,,4,7.0,10.0
12,Sana'a,governance,13.0,,Please tell me how much you agree with (Community leaders understand my problems and help me solve them ),Community leaders understand my problems and help me solve them,,5.0,I agree,Strongly agree,,5,1.0,1.4285714285714286
12,Sana'a,media access,1.0,y,Do you have internet access?,Do you have access to the internet? ,,5.0,No,No,,1,39.0,55.714285714285715
12,Sana'a,media access,1.0,y,Do you have internet access?,Do you have access to the internet? ,,5.0,Yes,Yes,,2,31.0,44.285714285714285
12,Sana'a,media access,2.0,,Please indicate whether they are provided at your school/university/work place? Internet,"Is internet access provided at your school, university, workplace?",,2.0,No,No,,1,29.0,41.42857142857143
12,Sana'a,media access,2.0,,Please indicate whether they are provided at your school/university/work place? Internet,"Is internet access provided at your school, university, workplace?",,2.0,Yes,Yes,,2,4.0,5.714285714285714
12,Sana'a,media access,3.0,,How often do you use social media?,How often do you use social media? ,,5.0,2,Hardly ever,,2,9.0,12.857142857142856
12,Sana'a,media access,3.0,,How often do you use social media?,How often do you use social media? ,,5.0,3,Sometimes,,3,9.0,12.857142857142856
12,Sana'a,media access,3.0,,How often do you use social media?,How often do you use social media? ,,5.0,4,Often,,4,9.0,12.857142857142856
12,Sana'a,media access,3.0,,How often do you use social media?,How often do you use social media? ,,5.0,I frequently use social media,Always,,5,4.0,5.714285714285714
