id,governorate,question_tag,question_tag_order,question_map,question_raw,question_en,question_ar,answer_raw,answer_en,answer_ar,answer_rank,answer_count,answer_pct
16,al-Mahweet,international relations,1,y,How do you evaluate the role that KSA plays in Yemen?,"In your opinion, is Saudi Arabia playing a positive or negative role in Yemen?",,Very positive,Very positive,,5,0,0
17,al-Mahra,international relations,1,y,How do you evaluate the role that KSA plays in Yemen?,"In your opinion, is Saudi Arabia playing a positive or negative role in Yemen?",,Very positive,Very positive,,5,6,60
18,Amran,international relations,1,y,How do you evaluate the role that KSA plays in Yemen?,"In your opinion, is Saudi Arabia playing a positive or negative role in Yemen?",,Very positive,Very positive,,5,0,0
19,al-Dhali',international relations,1,y,How do you evaluate the role that KSA plays in Yemen?,"In your opinion, is Saudi Arabia playing a positive or negative role in Yemen?",,Very positive,Very positive,,5,20,50
20,Rayma,international relations,1,y,How do you evaluate the role that KSA plays in Yemen?,"In your opinion, is Saudi Arabia playing a positive or negative role in Yemen?",,Very positive,Very positive,,5,0,0
1,Ibb,international relations,1,y,How do you evaluate the role that KSA plays in Yemen?,"In your opinion, is Saudi Arabia playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,4,2.352941176
2,Abyan,international relations,1,y,How do you evaluate the role that KSA plays in Yemen?,"In your opinion, is Saudi Arabia playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,3,10
3,Sana'a City,international relations,1,y,How do you evaluate the role that KSA plays in Yemen?,"In your opinion, is Saudi Arabia playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,3,2.142857143
4,al-Baydha',international relations,1,y,How do you evaluate the role that KSA plays in Yemen?,"In your opinion, is Saudi Arabia playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,9,22.5
5,Taiz,international relations,1,y,How do you evaluate the role that KSA plays in Yemen?,"In your opinion, is Saudi Arabia playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,39,20.52631579
6,al-Jawf,international relations,1,y,How do you evaluate the role that KSA plays in Yemen?,"In your opinion, is Saudi Arabia playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,5,16.66666667
7,Hajja,international relations,1,y,How do you evaluate the role that KSA plays in Yemen?,"In your opinion, is Saudi Arabia playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,0,0
8,al-Hudaida,international relations,1,y,How do you evaluate the role that KSA plays in Yemen?,"In your opinion, is Saudi Arabia playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,59,34.70588235
9,Hadhramawt,international relations,1,y,How do you evaluate the role that KSA plays in Yemen?,"In your opinion, is Saudi Arabia playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,25,31.25
10,Dhamar,international relations,1,y,How do you evaluate the role that KSA plays in Yemen?,"In your opinion, is Saudi Arabia playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,1,1
11,Shabwa,international relations,1,y,How do you evaluate the role that KSA plays in Yemen?,"In your opinion, is Saudi Arabia playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,5,12.5
12,Sana'a,international relations,1,y,How do you evaluate the role that KSA plays in Yemen?,"In your opinion, is Saudi Arabia playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,6,8.571428571
13,Aden,international relations,1,y,How do you evaluate the role that KSA plays in Yemen?,"In your opinion, is Saudi Arabia playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,2,4
14,Lahj,international relations,1,y,How do you evaluate the role that KSA plays in Yemen?,"In your opinion, is Saudi Arabia playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,7,11.66666667
15,Marib,international relations,1,y,How do you evaluate the role that KSA plays in Yemen?,"In your opinion, is Saudi Arabia playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,2,10
16,al-Mahweet,international relations,1,y,How do you evaluate the role that KSA plays in Yemen?,"In your opinion, is Saudi Arabia playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,20,50
17,al-Mahra,international relations,1,y,How do you evaluate the role that KSA plays in Yemen?,"In your opinion, is Saudi Arabia playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,2,20
18,Amran,international relations,1,y,How do you evaluate the role that KSA plays in Yemen?,"In your opinion, is Saudi Arabia playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,8,11.42857143
19,al-Dhali',international relations,1,y,How do you evaluate the role that KSA plays in Yemen?,"In your opinion, is Saudi Arabia playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,1,2.5
20,Rayma,international relations,1,y,How do you evaluate the role that KSA plays in Yemen?,"In your opinion, is Saudi Arabia playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,8,26.66666667
1,Ibb,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,97,57.05882353
2,Abyan,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,19,63.33333333
3,Sana'a City,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,122,87.14285714
4,al-Baydha',international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,13,32.5
5,Taiz,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,132,69.47368421
6,al-Jawf,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,16,53.33333333
7,Hajja,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,50,41.66666667
8,al-Hudaida,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,35,20.58823529
9,Hadhramawt,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,28,35
10,Dhamar,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,62,62
11,Shabwa,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,29,72.5
12,Sana'a,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,54,77.14285714
13,Aden,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,44,88
14,Lahj,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,40,66.66666667
15,Marib,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,19,95
16,al-Mahweet,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,6,15
17,al-Mahra,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,6,60
18,Amran,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,38,54.28571429
19,al-Dhali',international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,39,97.5
20,Rayma,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,17,56.66666667
1,Ibb,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,2,Negative,,2,19,11.17647059
2,Abyan,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,2,Negative,,2,1,3.333333333
3,Sana'a City,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,2,Negative,,2,1,0.714285714
4,al-Baydha',international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,2,Negative,,2,1,2.5
5,Taiz,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,2,Negative,,2,1,0.526315789
6,al-Jawf,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,2,Negative,,2,2,6.666666667
7,Hajja,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,2,Negative,,2,20,16.66666667
8,al-Hudaida,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,2,Negative,,2,4,2.352941176
9,Hadhramawt,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,2,Negative,,2,1,1.25
10,Dhamar,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,2,Negative,,2,14,14
11,Shabwa,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,2,Negative,,2,0,0
12,Sana'a,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,2,Negative,,2,6,8.571428571
13,Aden,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,2,Negative,,2,0,0
14,Lahj,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,2,Negative,,2,0,0
15,Marib,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,2,Negative,,2,0,0
16,al-Mahweet,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,2,Negative,,2,0,0
17,al-Mahra,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,2,Negative,,2,0,0
18,Amran,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,2,Negative,,2,6,8.571428571
19,al-Dhali',international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,2,Negative,,2,0,0
20,Rayma,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,2,Negative,,2,2,6.666666667
1,Ibb,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,3,Neither positive nor negative,,3,24,14.11764706
2,Abyan,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,3,Neither positive nor negative,,3,3,10
3,Sana'a City,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,3,Neither positive nor negative,,3,6,4.285714286
4,al-Baydha',international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,3,Neither positive nor negative,,3,3,7.5
5,Taiz,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,3,Neither positive nor negative,,3,0,0
6,al-Jawf,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,3,Neither positive nor negative,,3,4,13.33333333
7,Hajja,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,3,Neither positive nor negative,,3,32,26.66666667
8,al-Hudaida,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,3,Neither positive nor negative,,3,21,12.35294118
9,Hadhramawt,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,3,Neither positive nor negative,,3,5,6.25
10,Dhamar,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,3,Neither positive nor negative,,3,13,13
11,Shabwa,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,3,Neither positive nor negative,,3,0,0
12,Sana'a,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,3,Neither positive nor negative,,3,0,0
13,Aden,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,3,Neither positive nor negative,,3,0,0
14,Lahj,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,3,Neither positive nor negative,,3,0,0
15,Marib,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,3,Neither positive nor negative,,3,0,0
16,al-Mahweet,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,3,Neither positive nor negative,,3,6,15
17,al-Mahra,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,3,Neither positive nor negative,,3,1,10
18,Amran,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,3,Neither positive nor negative,,3,10,14.28571429
19,al-Dhali',international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,3,Neither positive nor negative,,3,0,0
20,Rayma,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,3,Neither positive nor negative,,3,0,0
1,Ibb,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,4,Positive,,4,10,5.882352941
2,Abyan,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,4,Positive,,4,0,0
3,Sana'a City,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,4,Positive,,4,2,1.428571429
4,al-Baydha',international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,4,Positive,,4,3,7.5
5,Taiz,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,4,Positive,,4,0,0
6,al-Jawf,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,4,Positive,,4,0,0
7,Hajja,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,4,Positive,,4,14,11.66666667
8,al-Hudaida,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,4,Positive,,4,4,2.352941176
9,Hadhramawt,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,4,Positive,,4,1,1.25
10,Dhamar,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,4,Positive,,4,3,3
11,Shabwa,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,4,Positive,,4,0,0
12,Sana'a,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,4,Positive,,4,0,0
13,Aden,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,4,Positive,,4,1,2
14,Lahj,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,4,Positive,,4,0,0
15,Marib,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,4,Positive,,4,0,0
16,al-Mahweet,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,4,Positive,,4,6,15
17,al-Mahra,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,4,Positive,,4,0,0
18,Amran,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,4,Positive,,4,0,0
19,al-Dhali',international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,4,Positive,,4,0,0
20,Rayma,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,4,Positive,,4,1,3.333333333
1,Ibb,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,Very positive,Very positive,,5,12,7.058823529
2,Abyan,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,Very positive,Very positive,,5,0,0
3,Sana'a City,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,Very positive,Very positive,,5,1,0.714285714
4,al-Baydha',international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,Very positive,Very positive,,5,6,15
5,Taiz,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,Very positive,Very positive,,5,2,1.052631579
6,al-Jawf,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,Very positive,Very positive,,5,0,0
7,Hajja,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,Very positive,Very positive,,5,3,2.5
8,al-Hudaida,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,Very positive,Very positive,,5,1,0.588235294
9,Hadhramawt,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,Very positive,Very positive,,5,0,0
10,Dhamar,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,Very positive,Very positive,,5,7,7
11,Shabwa,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,Very positive,Very positive,,5,0,0
12,Sana'a,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,Very positive,Very positive,,5,0,0
13,Aden,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,Very positive,Very positive,,5,0,0
14,Lahj,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,Very positive,Very positive,,5,0,0
15,Marib,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,Very positive,Very positive,,5,0,0
16,al-Mahweet,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,Very positive,Very positive,,5,2,5
17,al-Mahra,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,Very positive,Very positive,,5,0,0
18,Amran,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,Very positive,Very positive,,5,2,2.857142857
19,al-Dhali',international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,Very positive,Very positive,,5,0,0
20,Rayma,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,Very positive,Very positive,,5,0,0
1,Ibb,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,8,4.705882353
2,Abyan,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,7,23.33333333
3,Sana'a City,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,7,5
4,al-Baydha',international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,14,35
5,Taiz,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,55,28.94736842
6,al-Jawf,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,8,26.66666667
7,Hajja,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,1,0.833333333
8,al-Hudaida,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,102,60
9,Hadhramawt,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,43,53.75
10,Dhamar,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,1,1
11,Shabwa,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,10,25
12,Sana'a,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,10,14.28571429
13,Aden,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,5,10
14,Lahj,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,20,33.33333333
15,Marib,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,1,5
16,al-Mahweet,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,20,50
17,al-Mahra,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,2,20
18,Amran,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,14,20
19,al-Dhali',international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,1,2.5
20,Rayma,international relations,3,y,How do you evaluate the role that Iran plays in Yemen?,"In your opinion, is Iran playing a positive or negative role in Yemen?",,(DK),Don't know,,dk,10,33.33333333
1,Ibb,international relations,4,y,How do you evaluate the role that EU plays in Yemen?,"In your opinion, is the EU playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,43,25.29411765
2,Abyan,international relations,4,y,How do you evaluate the role that EU plays in Yemen?,"In your opinion, is the EU playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,4,13.33333333
3,Sana'a City,international relations,4,y,How do you evaluate the role that EU plays in Yemen?,"In your opinion, is the EU playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,85,60.71428571
4,al-Baydha',international relations,4,y,How do you evaluate the role that EU plays in Yemen?,"In your opinion, is the EU playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,4,10
5,Taiz,international relations,4,y,How do you evaluate the role that EU plays in Yemen?,"In your opinion, is the EU playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,56,29.47368421
6,al-Jawf,international relations,4,y,How do you evaluate the role that EU plays in Yemen?,"In your opinion, is the EU playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,5,16.66666667
7,Hajja,international relations,4,y,How do you evaluate the role that EU plays in Yemen?,"In your opinion, is the EU playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,39,32.5
8,al-Hudaida,international relations,4,y,How do you evaluate the role that EU plays in Yemen?,"In your opinion, is the EU playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,14,8.235294118
9,Hadhramawt,international relations,4,y,How do you evaluate the role that EU plays in Yemen?,"In your opinion, is the EU playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,12,15
10,Dhamar,international relations,4,y,How do you evaluate the role that EU plays in Yemen?,"In your opinion, is the EU playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,65,65
11,Shabwa,international relations,4,y,How do you evaluate the role that EU plays in Yemen?,"In your opinion, is the EU playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,3,7.5
12,Sana'a,international relations,4,y,How do you evaluate the role that EU plays in Yemen?,"In your opinion, is the EU playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,43,61.42857143
13,Aden,international relations,4,y,How do you evaluate the role that EU plays in Yemen?,"In your opinion, is the EU playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,8,16
14,Lahj,international relations,4,y,How do you evaluate the role that EU plays in Yemen?,"In your opinion, is the EU playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,13,21.66666667
15,Marib,international relations,4,y,How do you evaluate the role that EU plays in Yemen?,"In your opinion, is the EU playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,5,25
16,al-Mahweet,international relations,4,y,How do you evaluate the role that EU plays in Yemen?,"In your opinion, is the EU playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,15,37.5
17,al-Mahra,international relations,4,y,How do you evaluate the role that EU plays in Yemen?,"In your opinion, is the EU playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,1,10
18,Amran,international relations,4,y,How do you evaluate the role that EU plays in Yemen?,"In your opinion, is the EU playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,47,67.14285714
19,al-Dhali',international relations,4,y,How do you evaluate the role that EU plays in Yemen?,"In your opinion, is the EU playing a positive or negative role in Yemen?",,Very negative,Very negative,,1,36,90
